FASTSim I/O #,Vocation,Drivetrain,Vehicle loading,Tech year,Range set point of specified spread %,Scenario name,vehPtType,dragCoef,frontalAreaM2,gliderKg_input,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg_input,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffType,fcAbsEffImpr,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,maxMotorKw,motorPeakEff,motorSecsToPeakPwr,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg_input,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,driveCycle,VMT,vmtReductPerYear,constTripDistMiles,vehLifeYears,desiredEssReplacements,gasolineDolPerGal,dieselDolPerGal,dolPerKwh,hydrogenDolPerGGE,tax,discRate,essDolPerKw,essDolPerKwh,essPackageCost,essCostRedPerYear,essSalvageVal,peAndMcDolPerKw,peAndMcBaseCost,iceDolPerKw,iceBaseCost,fuelCellDolPerKw,fuelStorDolPerKwh,fuelStorH2DolPerKwh,plugCost_input,markup,cngIceDolPerKw,fuelStorCngDolPerKwh,vehGliderPrice,vehScenName,range_acvd,acvhd_0_to_acc_speed_secs,mpgge,grid_kwh_per_mi,msrp,gliderCost,fcCost,fsCost,plugCost,mpeCost,essCost,taxCost,vehKg,essMassKg,mcMassKg,fcMassKg,fsMassKg,cargoKg,gliderKg,transKg,Total_mpgge_with_aggegated_PHEV,electricity_use_kWh_per_mi,total_range_mi,fuel_kwh_per_mi,electric_range_mi,fuel_range_mi,Vehicle_class_max_gross_weight(kg),PHEV_Charge_Depleting_Mode_Electricity_Use_kWh_per_mile,PHEV_Charge_Depleting_Mode_Fuel_Use_kWh_per_mile,PHEV_Charge_Sustaining_Mode_Fuel_Use_kWh_per_mile,Vehicle_max_cargo_capacity(kg),Drive_cycle_number,Drive_cycle_name,,,vMassLb
1,C8 truck sleeper,Conv,max,2018,0,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,23294.08615,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,672.0177683,58.95359762,6.634924098,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,36287.43275,0,0,1385.79235,414.754255,23294.08615,10832.8,360,6.634924098,0,750,5.0791840,0,750,36287.43275,0,0,0,23294.08615,1,long_haul_cyc.csv,,,80000
218,C8 truck day cab,CNG,typical,2018,-1,C8 truck day cab| CNG| ave cargo| 2018| -100% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,1456.609157,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| ave cargo| 2018| -100% of ave rng,200,42.77781826,4.627184971,0,153420.8783,109054.5204,28050,16316.35787,0,0,0,0,28511.20027,0,0,1457.142857,414.7126764,16329.34474,9848,462,4.627184971,0,200,7.2830458,0,200,36287.43275,0,0,0,24105.57722,1,regional_haul.csv,,,62856.36235
219,C8 truck day cab,CNG,typical,2018,-0.5,C8 truck day cab| CNG| ave cargo| 2018| -50% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,1824.216192,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| ave cargo| 2018| -50% of ave rng,250,42.93840423,4.618421894,0,157538.6664,109054.5204,28050,20434.14603,0,0,0,0,28615.86205,0,0,1457.142857,519.3744497,16329.34474,9848,462,4.618421894,0,250,7.2968648,0,250,36287.43275,0,0,0,24000.91545,1,regional_haul.csv,,,63087.10179
220,C8 truck day cab,CNG,typical,2018,0,C8 truck day cab| CNG| ave cargo| 2018| +0% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,2193.227176,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| ave cargo| 2018| +0% of ave rng,300,43.09970851,4.609645599,0,161672.1811,109054.5204,28050,24567.66067,0,0,0,0,28720.92354,0,0,1457.142857,624.4359427,16329.34474,9848,462,4.609645599,0,300,7.3107573,0,300,36287.43275,0,0,0,23895.85396,1,regional_haul.csv,,,63318.72245
221,C8 truck day cab,CNG,typical,2018,0.5,C8 truck day cab| CNG| ave cargo| 2018| +50% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,2563.639413,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| ave cargo| 2018| +50% of ave rng,350,43.26181287,4.600881052,0,165821.392,109054.5204,28050,28716.87159,0,0,0,0,28826.38399,0,0,1457.142857,729.8963879,16329.34474,9848,462,4.600881052,0,350,7.3246840,0,350,36287.43275,0,0,0,23790.39351,1,regional_haul.csv,,,63551.22266
222,C8 truck day cab,CNG,typical,2018,1,C8 truck day cab| CNG| ave cargo| 2018| +100% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,2935.453939,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| ave cargo| 2018| +100% of ave rng,400.0000001,43.4246399,4.592134737,0,169986.3108,109054.5204,28050,32881.7904,0,0,0,0,28932.24368,0,0,1457.142857,835.7560802,16329.34474,9848,462,4.592134737,0,400,7.3386348,0,400,36287.43275,0,0,0,23684.53382,1,regional_haul.csv,,,63784.60306
223,C8 truck day cab,CNG,max,2025,0,C8 truck day cab| CNG| max cargo| 2025| +0% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,24296.96727,0,5000,1,1789.570138,4.47,330.6435939,9,0.07,6,0,0.28,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,55,12324.64545,140,4.695593942,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| CNG| max cargo| 2025| +0% of ave rng,259.0470372,55.09237096,4.878202295,0,147168.8757,107286.1371,27278.0965,12604.64205,0,0,0,0,36287.43276,0,0,1417.043974,480.4215136,24296.96727,9631,462,4.878202295,0,300,6.9082826,0,300,36287.43275,0,0,0,24296.96727,1,regional_haul.csv,,,80000.00001
224,C8 truck day cab,CNG,typical,2025,-1,C8 truck day cab| CNG| ave cargo| 2025| -100% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1189.230827,4.47,330.6435939,9,0.07,6,0,0.28,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,55,12324.64545,140,4.695593942,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| CNG| ave cargo| 2025| -100% of ave rng,200,42.37876399,5.667528832,0,142940.4512,107286.1371,27278.0965,8376.2176,0,0,0,0,28158.64531,0,0,1417.043974,319.2565979,16329.34474,9631,462,5.667528832,0,200,5.9461541,0,200,36287.43275,0,0,0,24458.13218,1,regional_haul.csv,,,62079.11263
225,C8 truck day cab,CNG,typical,2025,-0.5,C8 truck day cab| CNG| ave cargo| 2025| -50% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1488.907231,4.47,330.6435939,9,0.07,6,0,0.28,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,55,12324.64545,140,4.695593942,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| CNG| ave cargo| 2025| -50% of ave rng,250,42.50092323,5.658512381,0,145051.1893,107286.1371,27278.0965,10486.95566,0,0,0,0,28239.09535,0,0,1417.043974,399.7066392,16329.34474,9631,462,5.658512381,0,250,5.9556289,0,250,36287.43275,0,0,0,24377.68214,1,regional_haul.csv,,,62256.4744
226,C8 truck day cab,CNG,typical,2025,0,C8 truck day cab| CNG| ave cargo| 2025| +0% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1789.570138,4.47,330.6435939,9,0.07,6,0,0.28,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,55,12324.64545,140,4.695593942,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| CNG| ave cargo| 2025| +0% of ave rng,300.0000001,42.62358892,5.649401378,0,147168.8757,107286.1371,27278.0965,12604.64205,0,0,0,0,28319.81023,0,0,1417.043974,480.4215136,16329.34474,9631,462,5.649401378,0,300,5.9652338,0,300,36287.43275,0,0,0,24296.96727,1,regional_haul.csv,,,62434.42002
227,C8 truck day cab,CNG,typical,2025,0.5,C8 truck day cab| CNG| ave cargo| 2025| +50% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,2091.242017,4.47,330.6435939,9,0.07,6,0,0.28,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,55,12324.64545,140,4.695593942,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| CNG| ave cargo| 2025| +50% of ave rng,350,42.74672725,5.640188895,0,149293.6687,107286.1371,27278.0965,14729.43502,0,0,0,0,28400.79597,0,0,1417.043974,561.4072529,16329.34474,9631,462,5.640188895,0,350,5.9749772,0,350,36287.43275,0,0,0,24215.98153,1,regional_haul.csv,,,62612.9628
228,C8 truck day cab,CNG,typical,2025,1,C8 truck day cab| CNG| ave cargo| 2025| +100% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,2393.845745,4.47,330.6435939,9,0.07,6,0,0.28,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,55,12324.64545,140,4.695593942,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| CNG| ave cargo| 2025| +100% of ave rng,400,42.87030691,5.63110636,0,151425.025,107286.1371,27278.0965,16860.79137,0,0,0,0,28482.03187,0,0,1417.043974,642.643153,16329.34474,9631,462,5.63110636,0,400,5.9846144,0,400,36287.43275,0,0,0,24134.74563,1,regional_haul.csv,,,62792.05709
229,C8 truck day cab,CNG,max,2050,0,C8 truck day cab| CNG| max cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,25371.45032,0,5000,1,1333.181135,5.1,319.7349755,9,0.12,6,0,0.28,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,55,-1067.799601,60,3.821380277,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| CNG| max cargo| 2050| +0% of ave rng,248.7115587,55.09237096,6.286902287,0,140192.7001,106172.6765,26378.13548,7641.888142,0,0,0,0,36287.43275,0,0,1370.292752,313.6896788,25371.45032,8770,462,6.286902287,0,300,5.3603505,0,300,36287.43275,0,0,0,25371.45032,1,regional_haul.csv,,,79999.99999
230,C8 truck day cab,CNG,typical,2050,-1,C8 truck day cab| CNG| ave cargo| 2050| -100% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,886.6445114,5.1,319.7349755,9,0.12,6,0,0.28,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,55,-1067.799601,60,3.821380277,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| CNG| ave cargo| 2050| -100% of ave rng,200,41.02334765,7.601693704,0,137633.1207,106172.6765,26378.13548,5082.308773,0,0,0,0,27140.25973,0,0,1370.292752,208.622238,16329.34474,8770,462,7.601693704,0,200,4.4332226,0,200,36287.43275,0,0,0,25476.51776,1,regional_haul.csv,,,59833.95941
231,C8 truck day cab,CNG,typical,2050,-0.5,C8 truck day cab| CNG| ave cargo| 2050| -50% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1109.639526,5.1,319.7349755,9,0.12,6,0,0.28,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,55,-1067.799601,60,3.821380277,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| CNG| ave cargo| 2050| -50% of ave rng,249.9999998,41.1017996,7.592555778,0,138911.3439,106172.6765,26378.13548,6360.531899,0,0,0,0,27192.72915,0,0,1370.292752,261.0916532,16329.34474,8770,462,7.592555778,0,250,4.4385581,0,250,36287.43275,0,0,0,25424.04835,1,regional_haul.csv,,,59949.63453
232,C8 truck day cab,CNG,typical,2050,0,C8 truck day cab| CNG| ave cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1333.181135,5.1,319.7349755,9,0.12,6,0,0.28,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,55,-1067.799601,60,3.821380277,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| CNG| ave cargo| 2050| +0% of ave rng,300,41.18049848,7.583365632,0,140192.7001,106172.6765,26378.13548,7641.888142,0,0,0,0,27245.32717,0,0,1370.292752,313.6896788,16329.34474,8770,462,7.583365632,0,300,4.4439371,0,300,36287.43275,0,0,0,25371.45032,1,regional_haul.csv,,,60065.59319
233,C8 truck day cab,CNG,typical,2050,0.5,C8 truck day cab| CNG| ave cargo| 2050| +50% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1557.251738,5.1,319.7349755,9,0.12,6,0,0.28,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,55,-1067.799601,60,3.821380277,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| CNG| ave cargo| 2050| +50% of ave rng,349.9999999,41.25940328,7.574241022,0,141477.0886,106172.6765,26378.13548,8926.276617,0,0,0,0,27298.04967,0,0,1370.292752,366.4121736,16329.34474,8770,462,7.574241022,0,350,4.4492907,0,350,36287.43275,0,0,0,25318.72783,1,regional_haul.csv,,,60181.82625
234,C8 truck day cab,CNG,typical,2050,1,C8 truck day cab| CNG| ave cargo| 2050| +100% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1781.856942,5.1,319.7349755,9,0.12,6,0,0.28,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,55,-1067.799601,60,3.821380277,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| CNG| ave cargo| 2050| +100% of ave rng,399.9999999,41.33851295,7.565141555,0,142764.5414,106172.6765,26378.13548,10213.72946,0,0,0,0,27350.89795,0,0,1370.292752,419.2604569,16329.34474,8770,462,7.565141555,0,400,4.4546424,0,400,36287.43275,0,0,0,25265.87955,1,regional_haul.csv,,,60298.33664
235,C8 truck day cab,CNG,typical,2018,0,C8 truck day cab| CNG| ave cargo| 2018| +0% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,2193.227176,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| ave cargo| 2018| +0% of ave rng,368.6585342,43.09970851,5.664617299,0,161672.1811,109054.5204,28050,24567.66067,0,0,0,0,28720.92354,0,0,1457.142857,624.4359427,16329.34474,9848,462,5.664617299,0,300,5.9492104,0,300,36287.43275,0,0,0,23895.85396,2,EPA_Ph2_rural_interstate_65mph.csv,,,63318.72245
236,C8 truck day cab,CNG,typical,2025,0,C8 truck day cab| CNG| ave cargo| 2025| +0% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1789.570138,4.47,330.6435939,9,0.07,6,0,0.28,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,55,12324.64545,140,4.695593942,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| CNG| ave cargo| 2025| +0% of ave rng,366.338775,42.62358892,6.898649266,0,147168.8757,107286.1371,27278.0965,12604.64205,0,0,0,0,28319.81023,0,0,1417.043974,480.4215136,16329.34474,9631,462,6.898649266,0,300,4.8850143,0,300,36287.43275,0,0,0,24296.96727,2,EPA_Ph2_rural_interstate_65mph.csv,,,62434.42002
237,C8 truck day cab,CNG,typical,2050,0,C8 truck day cab| CNG| ave cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1333.181135,5.1,319.7349755,9,0.12,6,0,0.28,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,55,-1067.799601,60,3.821380277,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| CNG| ave cargo| 2050| +0% of ave rng,359.3240673,41.18049848,9.08295261,0,140192.7001,106172.6765,26378.13548,7641.888142,0,0,0,0,27245.32717,0,0,1370.292752,313.6896788,16329.34474,8770,462,9.08295261,0,300,3.7102473,0,300,36287.43275,0,0,0,25371.45032,2,EPA_Ph2_rural_interstate_65mph.csv,,,60065.59319
238,C8 truck day cab,CNG,typical,2018,0,C8 truck day cab| CNG| ave cargo| 2018| +0% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,2193.227176,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| ave cargo| 2018| +0% of ave rng,414.2439191,43.09970851,6.365058863,0,161672.1811,109054.5204,28050,24567.66067,0,0,0,0,28720.92354,0,0,1457.142857,624.4359427,16329.34474,9848,462,6.365058863,0,300,5.2945308,0,300,36287.43275,0,0,0,23895.85396,3,EPA_Ph2_urban_highway_55mph.csv,,,63318.72245
