	Factor 1	Factor 2	Index 1	Index 2	Result
21374	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	2	30.528396583150577
21375	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	2	27.643640050925498
21376	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	2	24.09400465811368
21377	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	6	8.650342459108444
21378	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
21379	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
21380	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
21381	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	6	8.650342459108444
21382	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	7	5.0959492317849255
21383	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	7	6.958767126827762
21384	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	7	12.57089888455432
21385	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
21386	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	1	9	16.483287316653758
21387	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	2	9	17.012959098590933
21388	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	9	7.901379792970887
21389	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	9	9.831011293286569
21390	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
21391	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
21392	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	9	5.066180751826416
21393	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	5	9.7864347785276
21394	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
21395	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
21396	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
21397	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
21398	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	1	27.385544113214788
21399	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	1	25.744540851762125
21400	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	1	24.441045627915624
21401	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	1	22.583192682805308
21402	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	1	21.929897517519322
21403	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	1	21.410966722123803
21404	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	1	20.9987653394732
21405	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	1	20.671342142841443
21406	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	1	20.41126065305316
21407	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	6	1	26.99627972737884
21408	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	7	1	26.82689160508594
21409	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	8	1	26.692341836921763
21410	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	9	1	26.585465157093342
21411	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	10	1	26.50056999267205
21412	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	0	17.056951856892418
21413	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	25.894869361312352
21414	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	0	23.030144642903746
21415	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	0	24.95977614321943
21416	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	22.513955141197386
21417	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	4	24.37677303624022
21418	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	4	29.988904793966785
21419	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	7	4	6.517444882033797
21420	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	15.355362386453724
21421	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
21422	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	1	9	16.483287316653758
21423	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	2	9	17.012959098590933
21424	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	9	7.901379792970887
21425	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	9	9.831011293286569
21426	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	6	0	28.81818182742855
21427	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	7	0	28.64879370513565
21428	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	8	0	28.514243936971468
21429	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	9	0	28.407367257143058
21430	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	10	0	28.322472092721764
21431	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	3	5.0959492317849255
21432	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	3	28.205088147536106
21433	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	6	8.650342459108444
21434	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	1	0	29.40947574449297
21435	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	6	0	25.57050749801191
21436	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	7	0	25.340819088447905
21437	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	8	0	24.68363852601888
21438	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	9	0	24.538714937062487
21439	Siemens CVD @ Cycle Time	TCS @ MG Si Scrap Rate	10	0	24.423598038476865
21440	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21441	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21442	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21443	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
21444	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21445	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21446	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21447	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21448	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21449	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	6	6.823742102009
21450	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	3	28.201902150216217
21451	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21452	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21453	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21454	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
21455	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21456	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21457	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21458	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21459	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21460	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21461	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	7	6.675998748701212
21462	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	7	10.787082238123642
21463	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	7	21.80317461842453
21464	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
21465	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
21466	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	6	0	28.81818182742855
21467	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	7	0	28.64879370513565
21468	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	8	0	28.514243936971468
21469	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	9	0	28.407367257143058
21470	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	10	0	28.322472092721764
21471	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	17.952004957595417
21472	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	5	19.814822852638255
21473	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	5	25.42695461036482
21474	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	5	10.79341220285176
21475	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	0	7	7.265653516301858
21476	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	1	7	7.604358762944082
21477	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	2	7	8.134030544881256
21478	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
21479	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
21480	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	2	14.222201332865932
21481	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	2	6.337049988721029
21482	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	0	7	7.265653516301863
21483	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	7	15.669909775395832
21484	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
21485	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	8	18.093654221646865
21486	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
21487	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
21488	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
21489	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
21490	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
21491	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	4	5.9223304598258535
21492	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
21493	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
21494	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
21495	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
21496	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	6	8.650342459108444
21497	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21498	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21499	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21500	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	0	24.40509478285502
21501	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21502	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21503	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21504	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21505	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21506	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	3	28.201902150216217
21507	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
21508	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
21509	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	3	30.991385176960243
21510	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	3	30.797482664495355
21511	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	3	30.675225507957148
21512	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	3	30.598086457124104
21513	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	3	30.549415006454762
21514	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	3	30.518705397188434
21515	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	9	16.144582070011538
21516	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	9	14.322679969961824
21517	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	9	12.039467020189822
21518	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	9	9.154710487964746
21519	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	9	5.605075095152914
21520	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	8	7.719210281062323
21521	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	2	25.102331163442788
21522	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	2	23.461327901990114
21523	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	2	22.15783267814362
21524	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	2	20.299979733033304
21525	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	2	19.646684567747318
21526	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	2	19.127753772351788
21527	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	2	18.715552389701195
21528	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	2	18.388129193069442
21529	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	2	18.128047703281158
21530	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	6	6.823742102009
21531	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	7	5.0959492317849255
21532	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	7	6.958767126827762
21533	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	7	12.57089888455432
21534	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	0	23.030144642903746
21535	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	0	24.95977614321943
21536	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	5	4	18.282070867956353
21537	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	6	4	18.048863226111518
21538	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	7	4	17.863619811640703
21539	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	8	4	17.716475737229796
21540	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	9	4	17.599595044352842
21541	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	10	4	17.506753409906544
21542	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
21543	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
21544	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
21545	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
21546	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	2	12.464985793351238
21547	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
21548	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
21549	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	5	22.608889153167553
21550	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
21551	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
21552	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	7	8.13141166371292
21553	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	3	22.21757463121771
21554	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	3	20.576571369765038
21555	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	3	19.273076145918537
21556	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	3	17.415223200808228
21557	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	3	16.761928035522242
21558	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	3	16.242997240126716
21559	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	3	15.83079585747612
21560	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	3	15.503372660844365
21561	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	3	15.24329117105608
21562	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21563	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	7	5.0959492317849255
21564	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	4	7	6.958767126827762
21565	Siemens CVD @ Hydrogen Scrap Rate	Etch Filaments @ Fraction Virgin Filament	5	7	12.57089888455432
21566	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	8	0	23.030144642903746
21567	Siemens CVD @ Hydrogen Scrap Rate	TCS @ MG Si Scrap Rate	9	0	24.95977614321943
21568	Etch Filaments @ Fraction Virgin Filament	Ingot Growth @ Poly Si Material Scrap Rate	9	6	17.016202750226306
21569	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
21570	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	4	20.73383994508577
21571	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	4	21.987602462514392
21572	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	4	24.09400465811368
21573	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	28.205088147536106
21574	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	4	5.605075095152914
21575	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	7.173563694823486
21576	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	1	6.74813196722836
21577	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	5	9.7864347785276
21578	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21579	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21580	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21581	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	0	24.40509478285502
21582	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21583	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21584	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21585	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21586	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21587	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	4	5.9223304598258535
21588	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
21589	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
21590	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
21591	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
21592	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	1	14.105989054803915
21593	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	3	21.218533062558905
21594	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	3	20.641581863100072
21595	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	3	19.70856066178846
21596	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	3	18.869796491559832
21597	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	0	7	7.265653516301862
21598	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	7	5.401782340850441
21599	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21600	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21601	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21602	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
21603	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21604	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21605	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21606	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21607	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21608	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21609	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	5	16.171889761483797
21610	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	5	17.42565227891242
21611	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	5	19.532054474511703
21612	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	23.64313796393413
21613	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	4	16.996757395440987
21614	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
21615	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
21616	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351238
21617	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
21618	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	5	9.30363762439443
21619	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
21620	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
21621	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
21622	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
21623	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
21624	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	0	7	7.265653516301863
21625	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	7	15.66990977539583
21626	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21627	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21628	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21629	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	0	24.40509478285502
21630	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21631	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21632	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21633	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21634	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21635	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21636	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	1	0	30.59900065903044
21637	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	2	0	30.06334838400573
21638	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	3	0	29.63786465795932
21639	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	4	0	29.29989092094496
21640	Siemens CVD @ Capital Investment	TCS @ MG Si Scrap Rate	5	0	29.031428839039172
21641	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	0	10.497245135935003
