,Parameter,Case,TaxCreditCase,CRPYears,Technology,DisplayName,Scenario,variable,value,Reference,Type of Evidence,Escalation Index,Zotero_Key,Summary,Bib_HTML
3637,CF,R&D,None,60,Nuclear,Nuclear - Microreactor,Moderate,2060,0.93,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3638,CF,R&D,None,60,Nuclear,Nuclear - Microreactor,Conservative,2060,0.93,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3639,OCC,R&D,None,60,Nuclear,Nuclear - Large,Advanced,2060,2250.0,N/A,Calculated: Extrapolation,N/A,,,
3640,OCC,R&D,None,60,Nuclear,Nuclear - Large,Moderate,2060,3750.0,N/A,Calculated: Extrapolation,N/A,,,
3641,OCC,R&D,None,60,Nuclear,Nuclear - Large,Conservative,2060,6250.0,N/A,Calculated: Extrapolation,N/A,,,
3642,OCC,R&D,None,60,Nuclear,Nuclear - Small,Advanced,2060,2000.0,N/A,Calculated: Extrapolation,N/A,,,
3643,OCC,R&D,None,60,Nuclear,Nuclear - Small,Moderate,2060,4000.0,N/A,Calculated: Extrapolation,N/A,,,
3644,OCC,R&D,None,60,Nuclear,Nuclear - Small,Conservative,2060,6250.0,N/A,Calculated: Extrapolation,N/A,,,
3645,OCC,R&D,None,60,Nuclear,Nuclear - Microreactor,Advanced,2060,7250.0,N/A,Calculated: Extrapolation,N/A,,,
3646,OCC,R&D,None,60,Nuclear,Nuclear - Microreactor,Moderate,2060,9000.0,N/A,Calculated: Extrapolation,N/A,,,
3647,OCC,R&D,None,60,Nuclear,Nuclear - Microreactor,Conservative,2060,10750.0,N/A,Calculated: Extrapolation,N/A,,,
3648,GCC,R&D,None,60,Nuclear,Nuclear - Large,Advanced,2060,104.12,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3649,GCC,R&D,None,60,Nuclear,Nuclear - Large,Moderate,2060,104.12,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3650,GCC,R&D,None,60,Nuclear,Nuclear - Large,Conservative,2060,104.12,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3651,GCC,R&D,None,60,Nuclear,Nuclear - Small,Advanced,2060,104.12,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3652,GCC,R&D,None,60,Nuclear,Nuclear - Small,Moderate,2060,104.12,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3653,GCC,R&D,None,60,Nuclear,Nuclear - Small,Conservative,2060,104.12,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3654,GCC,R&D,None,60,Nuclear,Nuclear - Microreactor,Advanced,2060,0.0,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3655,GCC,R&D,None,60,Nuclear,Nuclear - Microreactor,Moderate,2060,0.0,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3656,GCC,R&D,None,60,Nuclear,Nuclear - Microreactor,Conservative,2060,0.0,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
3657,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Large,Advanced,2060,129.28437101027683,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
3658,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Large,Moderate,2060,143.91152189941727,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
3659,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Large,Conservative,2060,155.6242982017935,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
3660,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Small,Advanced,2060,118.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3661,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Small,Moderate,2060,136.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3662,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Small,Conservative,2060,216.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3663,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Microreactor,Advanced,2060,219.9636,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
3664,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Microreactor,Moderate,2060,219.9636,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
3665,Fixed O&M,R&D,None,60,Nuclear,Nuclear - Microreactor,Conservative,2060,219.9636,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
3666,Variable O&M,R&D,None,60,Nuclear,Nuclear - Large,Advanced,2060,1.9,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3667,Variable O&M,R&D,None,60,Nuclear,Nuclear - Large,Moderate,2060,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3668,Variable O&M,R&D,None,60,Nuclear,Nuclear - Large,Conservative,2060,3.4,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3669,Variable O&M,R&D,None,60,Nuclear,Nuclear - Small,Advanced,2060,2.2,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3670,Variable O&M,R&D,None,60,Nuclear,Nuclear - Small,Moderate,2060,2.6,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3671,Variable O&M,R&D,None,60,Nuclear,Nuclear - Small,Conservative,2060,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
3672,Variable O&M,R&D,None,60,Nuclear,Nuclear - Microreactor,Advanced,2060,2.2,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
